plot,year,block,rate,PD,stage,diameter,height,who
201E,2023,2,3,Early,15,na,11.43,Laurel
201E,2023,2,3,Early,15,na,11.43,Laurel
201E,2023,2,3,Early,15,na,11.43,Laurel
201E,2023,2,3,Early,15,na,11.43,Laurel
201E,2023,2,3,Early,15,na,11.43,Laurel
201E,2023,2,3,Early,15,na,11.43,Laurel
201E,2023,2,3,Early,15,na,11.43,Laurel
201E,2023,2,3,Early,15,na,11.43,Laurel
201E,2023,2,3,Early,15,na,11.43,Laurel
201E,2023,2,3,Early,15,na,11.43,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,10.16,Laurel
201E,2023,2,3,Early,15,na,8.89,Laurel
201E,2023,2,3,Early,15,na,8.89,Laurel
201E,2023,2,3,Early,15,na,8.89,Laurel
201E,2023,2,3,Early,15,na,8.89,Laurel
201E,2023,2,3,Early,15,na,8.89,Laurel
201E,2023,2,3,Early,15,na,8.89,Laurel
201E,2023,2,3,Early,15,na,8.89,Laurel
201E,2023,2,3,Early,15,na,8.89,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,7.62,Laurel
201E,2023,2,3,Early,15,na,6.35,Laurel
201E,2023,2,3,Early,15,na,6.35,Laurel
201E,2023,2,3,Early,15,na,6.35,Laurel
202E,2023,2,1.5,Early,43,3.35,48.26,Laurel
202E,2023,2,1.5,Early,43,3.05,46.99,Laurel
202E,2023,2,1.5,Early,41,3.4,55.88,Laurel
202E,2023,2,1.5,Early,41,2.85,50.8,Laurel
202E,2023,2,1.5,Early,41,3.43,44.45,Laurel
202E,2023,2,1.5,Early,41,2.88,43.18,Laurel
202E,2023,2,1.5,Early,41,2.88,43.18,Laurel
202E,2023,2,1.5,Early,41,2.08,35.56,Laurel
202E,2023,2,1.5,Early,39,3.23,44.45,Laurel
202E,2023,2,1.5,Early,39,1.84,38.1,Laurel
202E,2023,2,1.5,Early,39,2.1,35.56,Laurel
202E,2023,2,1.5,Early,39,1.92,30.48,Laurel
202E,2023,2,1.5,Early,39,1.52,27.94,Laurel
202E,2023,2,1.5,Early,39,na,12.7,Laurel
202E,2023,2,1.5,Early,37,3.44,50.8,Laurel
202E,2023,2,1.5,Early,37,2.67,46.99,Laurel
202E,2023,2,1.5,Early,37,3.29,46.99,Laurel
202E,2023,2,1.5,Early,37,3.94,45.72,Laurel
202E,2023,2,1.5,Early,37,2.86,44.45,Laurel
202E,2023,2,1.5,Early,37,2.17,43.18,Laurel
202E,2023,2,1.5,Early,37,3.2,43.18,Laurel
202E,2023,2,1.5,Early,37,3.17,41.91,Laurel
202E,2023,2,1.5,Early,37,3.42,41.91,Laurel
202E,2023,2,1.5,Early,37,2.53,40.64,Laurel
202E,2023,2,1.5,Early,37,3.06,40.64,Laurel
202E,2023,2,1.5,Early,37,2.42,39.37,Laurel
202E,2023,2,1.5,Early,37,2.55,35.56,Laurel
202E,2023,2,1.5,Early,37,2.79,35.56,Laurel
202E,2023,2,1.5,Early,37,3.5,35.56,Laurel
202E,2023,2,1.5,Early,37,2.51,34.29,Laurel
202E,2023,2,1.5,Early,37,1.46,33.02,Laurel
202E,2023,2,1.5,Early,37,1.87,33.02,Laurel
202E,2023,2,1.5,Early,37,2.18,33.02,Laurel
202E,2023,2,1.5,Early,37,2.41,33.02,Laurel
202E,2023,2,1.5,Early,37,1.58,30.48,Laurel
202E,2023,2,1.5,Early,37,1.4,29.21,Laurel
202E,2023,2,1.5,Early,37,1.3,27.94,Laurel
202E,2023,2,1.5,Early,37,2.03,27.94,Laurel
202E,2023,2,1.5,Early,37,0.99,26.67,Laurel
202E,2023,2,1.5,Early,37,1.34,26.67,Laurel
202E,2023,2,1.5,Early,37,1.5,22.86,Laurel
202E,2023,2,1.5,Early,37,na,20.32,Laurel
202E,2023,2,1.5,Early,37,na,20.32,Laurel
202E,2023,2,1.5,Early,37,na,19.05,Laurel
202E,2023,2,1.5,Early,35,2.35,40.64,Laurel
202E,2023,2,1.5,Early,35,2.79,38.1,Laurel
202E,2023,2,1.5,Early,35,1.52,30.48,Laurel
202E,2023,2,1.5,Early,35,0.8,24.13,Laurel
202E,2023,2,1.5,Early,35,0.74,22.86,Laurel
202E,2023,2,1.5,Early,31,2.33,35.56,Laurel
202E,2023,2,1.5,Early,31,na,24.13,Laurel
202E,2023,2,1.5,Early,31,na,22.86,Laurel
202E,2023,2,1.5,Early,31,na,22.86,Laurel
202E,2023,2,1.5,Early,31,na,21.59,Laurel
202E,2023,2,1.5,Early,31,na,21.59,Laurel
202E,2023,2,1.5,Early,31,na,21.59,Laurel
202E,2023,2,1.5,Early,31,0.63,20.32,Laurel
202E,2023,2,1.5,Early,31,na,20.32,Laurel
202E,2023,2,1.5,Early,31,na,17.78,Laurel
202E,2023,2,1.5,Early,31,na,17.78,Laurel
202E,2023,2,1.5,Early,31,na,17.78,Laurel
202E,2023,2,1.5,Early,31,na,17.78,Laurel
202E,2023,2,1.5,Early,31,na,12.7,Laurel
202E,2023,2,1.5,Early,25,na,19.05,Laurel
202E,2023,2,1.5,Early,25,na,16.51,Laurel
202E,2023,2,1.5,Early,25,na,15.24,Laurel
202E,2023,2,1.5,Early,25,na,15.24,Laurel
202E,2023,2,1.5,Early,25,na,13.97,Laurel
202E,2023,2,1.5,Early,25,na,13.97,Laurel
202E,2023,2,1.5,Early,25,na,13.97,Laurel
202E,2023,2,1.5,Early,25,na,12.7,Laurel
202E,2023,2,1.5,Early,25,na,12.7,Laurel
202E,2023,2,1.5,Early,25,na,12.7,Laurel
202E,2023,2,1.5,Early,25,na,12.7,Laurel
202E,2023,2,1.5,Early,25,na,12.7,Laurel
202E,2023,2,1.5,Early,25,na,11.43,Laurel
202E,2023,2,1.5,Early,25,na,11.43,Laurel
202E,2023,2,1.5,Early,25,na,11.43,Laurel
202E,2023,2,1.5,Early,25,na,10.16,Laurel
202E,2023,2,1.5,Early,25,na,10.16,Laurel
202E,2023,2,1.5,Early,15,na,12.7,Laurel
202E,2023,2,1.5,Early,15,na,12.7,Laurel
202E,2023,2,1.5,Early,15,na,12.7,Laurel
202E,2023,2,1.5,Early,15,na,12.7,Laurel
202E,2023,2,1.5,Early,15,na,12.7,Laurel
202E,2023,2,1.5,Early,15,na,12.7,Laurel
202E,2023,2,1.5,Early,15,na,12.7,Laurel
202E,2023,2,1.5,Early,15,na,11.43,Laurel
202E,2023,2,1.5,Early,15,na,11.43,Laurel
202E,2023,2,1.5,Early,15,na,11.43,Laurel
202E,2023,2,1.5,Early,15,na,11.43,Laurel
202E,2023,2,1.5,Early,15,na,11.43,Laurel
202E,2023,2,1.5,Early,15,na,11.43,Laurel
202E,2023,2,1.5,Early,15,na,11.43,Laurel
202E,2023,2,1.5,Early,15,na,10.16,Laurel
202E,2023,2,1.5,Early,15,na,10.16,Laurel
202E,2023,2,1.5,Early,15,na,10.16,Laurel
202E,2023,2,1.5,Early,15,na,10.16,Laurel
202E,2023,2,1.5,Early,15,na,10.16,Laurel
202E,2023,2,1.5,Early,15,na,10.16,Laurel
202E,2023,2,1.5,Early,15,na,10.16,Laurel
202E,2023,2,1.5,Early,15,na,10.16,Laurel
202E,2023,2,1.5,Early,15,na,10.16,Laurel
202E,2023,2,1.5,Early,15,na,10.16,Laurel
202E,2023,2,1.5,Early,15,na,8.89,Laurel
202E,2023,2,1.5,Early,15,na,8.89,Laurel
202E,2023,2,1.5,Early,15,na,8.89,Laurel
202E,2023,2,1.5,Early,15,na,8.89,Laurel
202E,2023,2,1.5,Early,15,na,8.89,Laurel
202E,2023,2,1.5,Early,15,na,7.62,Laurel
202E,2023,2,1.5,Early,15,na,7.62,Laurel
202E,2023,2,1.5,Early,15,na,7.62,Laurel
202E,2023,2,1.5,Early,15,na,7.62,Laurel
202E,2023,2,1.5,Early,15,na,7.62,Laurel
202E,2023,2,1.5,Early,15,na,7.62,Laurel
202E,2023,2,1.5,Early,15,na,7.62,Laurel
202E,2023,2,1.5,Early,15,na,6.35,Laurel
203E,2023,2,0,Early,41,2.54,43.18,Laurel
203E,2023,2,0,Early,41,2.77,40.64,Laurel
203E,2023,2,0,Early,41,2.73,38.1,Laurel
203E,2023,2,0,Early,39,2.54,27.94,Laurel
203E,2023,2,0,Early,39,0.59,19.05,Laurel
203E,2023,2,0,Early,39,na,15.24,Laurel
203E,2023,2,0,Early,37,2.44,41.91,Laurel
203E,2023,2,0,Early,37,1.35,40.64,Laurel
203E,2023,2,0,Early,37,3.14,40.64,Laurel
203E,2023,2,0,Early,37,2.46,38.1,Laurel
203E,2023,2,0,Early,37,2.05,35.56,Laurel
203E,2023,2,0,Early,37,2.13,33.02,Laurel
203E,2023,2,0,Early,37,1.51,30.48,Laurel
203E,2023,2,0,Early,37,1.69,30.48,Laurel
203E,2023,2,0,Early,37,2.1,30.48,Laurel
203E,2023,2,0,Early,37,1.13,27.94,Laurel
203E,2023,2,0,Early,37,1.14,27.94,Laurel
203E,2023,2,0,Early,37,1.51,27.94,Laurel
203E,2023,2,0,Early,37,0.93,26.67,Laurel
203E,2023,2,0,Early,37,1.26,25.4,Laurel
203E,2023,2,0,Early,37,1.38,25.4,Laurel
203E,2023,2,0,Early,37,0.61,24.13,Laurel
203E,2023,2,0,Early,37,na,20.32,Laurel
203E,2023,2,0,Early,37,na,19.05,Laurel
203E,2023,2,0,Early,37,na,13.97,Laurel
203E,2023,2,0,Early,35,2.55,38.1,Laurel
203E,2023,2,0,Early,35,1.68,35.56,Laurel
203E,2023,2,0,Early,35,2.07,35.56,Laurel
203E,2023,2,0,Early,35,2.03,33.02,Laurel
203E,2023,2,0,Early,35,2.6,31.75,Laurel
203E,2023,2,0,Early,33,2.63,39.37,Laurel
203E,2023,2,0,Early,33,1.88,35.56,Laurel
203E,2023,2,0,Early,33,2.73,35.56,Laurel
203E,2023,2,0,Early,33,1.83,34.29,Laurel
203E,2023,2,0,Early,33,1.84,33.02,Laurel
203E,2023,2,0,Early,33,2.02,33.02,Laurel
203E,2023,2,0,Early,33,1.74,31.75,Laurel
203E,2023,2,0,Early,33,2.09,30.48,Laurel
203E,2023,2,0,Early,33,1.13,27.94,Laurel
203E,2023,2,0,Early,33,1.36,25.4,Laurel
203E,2023,2,0,Early,33,0.38,21.59,Laurel
203E,2023,2,0,Early,33,na,21.59,Laurel
203E,2023,2,0,Early,33,na,20.32,Laurel
203E,2023,2,0,Early,31,2.16,39.37,Laurel
203E,2023,2,0,Early,31,2.21,39.37,Laurel
203E,2023,2,0,Early,31,2.47,38.1,Laurel
203E,2023,2,0,Early,31,3.4,38.1,Laurel
203E,2023,2,0,Early,31,2.05,36.83,Laurel
203E,2023,2,0,Early,31,1.35,35.56,Laurel
203E,2023,2,0,Early,31,1.93,34.29,Laurel
203E,2023,2,0,Early,31,1.5,31.75,Laurel
203E,2023,2,0,Early,31,1.44,30.48,Laurel
203E,2023,2,0,Early,31,1.79,30.48,Laurel
203E,2023,2,0,Early,31,1.76,30.48,Laurel
203E,2023,2,0,Early,31,0.74,29.21,Laurel
203E,2023,2,0,Early,31,1.04,29.21,Laurel
203E,2023,2,0,Early,31,1.54,27.94,Laurel
203E,2023,2,0,Early,31,0.45,25.4,Laurel
203E,2023,2,0,Early,31,0.72,24.13,Laurel
203E,2023,2,0,Early,31,0.43,20.32,Laurel
203E,2023,2,0,Early,31,na,20.32,Laurel
203E,2023,2,0,Early,31,na,20.32,Laurel
203E,2023,2,0,Early,31,0.81,17.78,Laurel
203E,2023,2,0,Early,31,na,15.24,Laurel
203E,2023,2,0,Early,31,na,15.24,Laurel
203E,2023,2,0,Early,31,na,13.97,Laurel
203E,2023,2,0,Early,31,na,13.97,Laurel
203E,2023,2,0,Early,31,na,13.97,Laurel
203E,2023,2,0,Early,31,na,13.97,Laurel
203E,2023,2,0,Early,31,na,12.7,Laurel
203E,2023,2,0,Early,31,na,12.7,Laurel
203E,2023,2,0,Early,25,1,27.94,Laurel
203E,2023,2,0,Early,25,na,24.13,Laurel
203E,2023,2,0,Early,25,na,22.86,Laurel
203E,2023,2,0,Early,25,na,21.59,Laurel
203E,2023,2,0,Early,25,na,20.32,Laurel
203E,2023,2,0,Early,25,na,20.32,Laurel
203E,2023,2,0,Early,25,na,19.05,Laurel
203E,2023,2,0,Early,25,na,19.05,Laurel
203E,2023,2,0,Early,25,na,19.05,Laurel
203E,2023,2,0,Early,25,na,17.78,Laurel
203E,2023,2,0,Early,25,na,17.78,Laurel
203E,2023,2,0,Early,25,na,16.51,Laurel
203E,2023,2,0,Early,25,na,16.51,Laurel
203E,2023,2,0,Early,25,na,16.51,Laurel
203E,2023,2,0,Early,25,na,16.51,Laurel
203E,2023,2,0,Early,25,na,16.51,Laurel
203E,2023,2,0,Early,25,na,15.24,Laurel
203E,2023,2,0,Early,25,na,15.24,Laurel
203E,2023,2,0,Early,25,na,15.24,Laurel
203E,2023,2,0,Early,25,na,15.24,Laurel
203E,2023,2,0,Early,25,na,15.24,Laurel
203E,2023,2,0,Early,25,na,13.97,Laurel
203E,2023,2,0,Early,25,na,13.97,Laurel
203E,2023,2,0,Early,25,na,13.97,Laurel
203E,2023,2,0,Early,25,na,12.7,Laurel
203E,2023,2,0,Early,15,na,17.78,Laurel
203E,2023,2,0,Early,15,na,16.51,Laurel
203E,2023,2,0,Early,15,na,15.24,Laurel
203E,2023,2,0,Early,15,na,15.24,Laurel
203E,2023,2,0,Early,15,na,15.24,Laurel
203E,2023,2,0,Early,15,na,15.24,Laurel
203E,2023,2,0,Early,15,na,13.97,Laurel
203E,2023,2,0,Early,15,na,13.97,Laurel
203E,2023,2,0,Early,15,na,13.97,Laurel
203E,2023,2,0,Early,15,na,13.97,Laurel
203E,2023,2,0,Early,15,na,13.97,Laurel
203E,2023,2,0,Early,15,na,12.7,Laurel
203E,2023,2,0,Early,15,na,12.7,Laurel
203E,2023,2,0,Early,15,na,12.7,Laurel
203E,2023,2,0,Early,15,na,12.7,Laurel
203E,2023,2,0,Early,15,na,12.7,Laurel
203E,2023,2,0,Early,15,na,12.7,Laurel
203E,2023,2,0,Early,15,na,12.7,Laurel
203E,2023,2,0,Early,15,na,11.43,Laurel
203E,2023,2,0,Early,15,na,11.43,Laurel
203E,2023,2,0,Early,15,na,11.43,Laurel
203E,2023,2,0,Early,15,na,11.43,Laurel
203E,2023,2,0,Early,15,na,11.43,Laurel
203E,2023,2,0,Early,15,na,11.43,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,10.16,Laurel
203E,2023,2,0,Early,15,na,8.89,Laurel
203E,2023,2,0,Early,15,na,8.89,Laurel
203E,2023,2,0,Early,15,na,8.89,Laurel
203E,2023,2,0,Early,15,na,8.89,Laurel
203E,2023,2,0,Early,15,na,7.62,Laurel
203E,2023,2,0,Early,15,na,7.62,Laurel
203E,2023,2,0,Early,15,na,6.35,Laurel
203E,2023,2,0,Early,15,na,6.35,Laurel
203E,2023,2,0,Early,15,na,6.35,Laurel
203E,2023,2,0,Early,15,na,6.35,Laurel
203E,2023,2,0,Early,15,na,5.08,Laurel
203E,2023,2,0,Early,15,na,3.81,Laurel
301E,2023,3,0,Early,43,1.73,40.64,Laurel
301E,2023,3,0,Early,43,3,38.1,Laurel
301E,2023,3,0,Early,41,3.18,50.8,Laurel
301E,2023,3,0,Early,41,2.38,48.26,Laurel
301E,2023,3,0,Early,41,2.78,46.99,Laurel
301E,2023,3,0,Early,41,1.9,45.72,Laurel
301E,2023,3,0,Early,41,2.66,45.72,Laurel
301E,2023,3,0,Early,41,3.36,43.18,noelle
301E,2023,3,0,Early,41,2.21,40.64,Laurel
301E,2023,3,0,Early,41,2.44,40.64,Laurel
301E,2023,3,0,Early,41,2.55,40.64,Laurel
301E,2023,3,0,Early,41,1.75,39.37,Laurel
301E,2023,3,0,Early,41,2.83,39.37,Laurel
301E,2023,3,0,Early,41,1.64,38.1,Laurel
301E,2023,3,0,Early,41,1.62,35.56,noelle
301E,2023,3,0,Early,41,1.73,33.02,Laurel
301E,2023,3,0,Early,41,2.54,33.02,Laurel
301E,2023,3,0,Early,41,1.63,30.48,noelle
301E,2023,3,0,Early,39,2.39,41.91,Laurel
301E,2023,3,0,Early,39,2.15,40.64,noelle
301E,2023,3,0,Early,39,2.56,40.64,Laurel
301E,2023,3,0,Early,39,2.46,33.02,Laurel
301E,2023,3,0,Early,39,1.28,27.94,Laurel
301E,2023,3,0,Early,37,2.59,50.8,Laurel
301E,2023,3,0,Early,37,3.67,50.8,Laurel
301E,2023,3,0,Early,37,2.65,46.99,noelle
301E,2023,3,0,Early,37,2.51,45.72,Laurel
301E,2023,3,0,Early,37,2.81,44.45,noelle
301E,2023,3,0,Early,37,2.99,44.45,Laurel
301E,2023,3,0,Early,37,3.56,43.18,Laurel
301E,2023,3,0,Early,37,2.81,41.91,noelle
301E,2023,3,0,Early,37,2.4,40.64,Laurel
301E,2023,3,0,Early,37,1.68,38.1,Laurel
301E,2023,3,0,Early,37,3.15,36.83,noelle
301E,2023,3,0,Early,37,1.3,34.29,Laurel
301E,2023,3,0,Early,37,2.24,34.29,noelle
301E,2023,3,0,Early,37,2.24,34.29,Laurel
301E,2023,3,0,Early,37,1.48,31.75,Laurel
301E,2023,3,0,Early,37,1.38,27.94,Laurel
301E,2023,3,0,Early,37,1.51,24.13,Laurel
301E,2023,3,0,Early,37,na,17.78,Laurel
301E,2023,3,0,Early,35,2.85,50.8,noelle
301E,2023,3,0,Early,35,4.08,46.99,Laurel
301E,2023,3,0,Early,35,2.56,45.72,noelle
301E,2023,3,0,Early,35,3.15,44.45,Laurel
301E,2023,3,0,Early,35,2.61,43.18,Laurel
301E,2023,3,0,Early,35,2.01,41.91,Laurel
301E,2023,3,0,Early,35,3.03,41.91,noelle
301E,2023,3,0,Early,35,2.66,40.64,Laurel
301E,2023,3,0,Early,35,2.56,38.1,noelle
301E,2023,3,0,Early,35,2.88,34.29,Laurel
301E,2023,3,0,Early,35,2,33.02,noelle
301E,2023,3,0,Early,35,2.02,33.02,Laurel
301E,2023,3,0,Early,35,2.42,33.02,Laurel
301E,2023,3,0,Early,35,2.48,33.02,noelle
301E,2023,3,0,Early,35,2.95,31.75,noelle
301E,2023,3,0,Early,35,1.77,30.48,noelle
301E,2023,3,0,Early,35,2.05,29.21,Laurel
301E,2023,3,0,Early,35,1.29,26.67,Laurel
301E,2023,3,0,Early,35,na,17.78,Laurel
301E,2023,3,0,Early,35,na,17.78,Laurel
301E,2023,3,0,Early,33,2.22,40.64,Laurel
301E,2023,3,0,Early,33,2.35,39.37,Laurel
301E,2023,3,0,Early,33,3.69,39.37,noelle
301E,2023,3,0,Early,33,2.24,38.1,Laurel
301E,2023,3,0,Early,33,1.4,33.02,Laurel
301E,2023,3,0,Early,33,1.01,26.67,Laurel
301E,2023,3,0,Early,33,0.95,24.13,Laurel
301E,2023,3,0,Early,33,na,12.7,Laurel
301E,2023,3,0,Early,31,2.43,49.53,noelle
301E,2023,3,0,Early,31,1.27,27.94,Laurel
301E,2023,3,0,Early,31,1.43,22.86,noelle
301E,2023,3,0,Early,31,na,20.32,Laurel
301E,2023,3,0,Early,31,na,19.05,noelle
301E,2023,3,0,Early,31,na,16.51,noelle
301E,2023,3,0,Early,25,na,20.32,noelle
301E,2023,3,0,Early,25,na,20.32,Laurel
301E,2023,3,0,Early,25,na,20.32,Laurel
301E,2023,3,0,Early,25,na,19.05,noelle
301E,2023,3,0,Early,25,na,19.05,Laurel
301E,2023,3,0,Early,25,na,17.78,Laurel
301E,2023,3,0,Early,25,na,17.78,Laurel
301E,2023,3,0,Early,25,na,16.51,noelle
301E,2023,3,0,Early,25,na,16.51,noelle
301E,2023,3,0,Early,25,na,16.51,Laurel
301E,2023,3,0,Early,25,na,15.24,noelle
301E,2023,3,0,Early,25,na,12.7,Laurel
301E,2023,3,0,Early,15,na,22.86,noelle
301E,2023,3,0,Early,15,na,20.32,noelle
301E,2023,3,0,Early,15,na,19.05,noelle
301E,2023,3,0,Early,15,na,19.05,noelle
301E,2023,3,0,Early,15,na,19.05,Laurel
301E,2023,3,0,Early,15,na,17.78,noelle
301E,2023,3,0,Early,15,na,17.78,Laurel
301E,2023,3,0,Early,15,na,16.51,noelle
301E,2023,3,0,Early,15,na,16.51,Laurel
301E,2023,3,0,Early,15,na,16.51,Laurel
301E,2023,3,0,Early,15,na,15.24,noelle
301E,2023,3,0,Early,15,na,15.24,noelle
301E,2023,3,0,Early,15,na,15.24,noelle
301E,2023,3,0,Early,15,na,15.24,Laurel
301E,2023,3,0,Early,15,na,15.24,Laurel
301E,2023,3,0,Early,15,na,15.24,Laurel
301E,2023,3,0,Early,15,na,13.97,noelle
301E,2023,3,0,Early,15,na,13.97,noelle
301E,2023,3,0,Early,15,na,13.97,noelle
301E,2023,3,0,Early,15,na,13.97,noelle
301E,2023,3,0,Early,15,na,13.97,noelle
301E,2023,3,0,Early,15,na,13.97,noelle
301E,2023,3,0,Early,15,na,13.97,Laurel
301E,2023,3,0,Early,15,na,12.7,noelle
301E,2023,3,0,Early,15,na,12.7,noelle
301E,2023,3,0,Early,15,na,12.7,noelle
301E,2023,3,0,Early,15,na,12.7,Laurel
301E,2023,3,0,Early,15,na,12.7,Laurel
301E,2023,3,0,Early,15,na,11.43,noelle
301E,2023,3,0,Early,15,na,11.43,noelle
301E,2023,3,0,Early,15,na,11.43,noelle
301E,2023,3,0,Early,15,na,11.43,noelle
301E,2023,3,0,Early,15,na,11.43,noelle
301E,2023,3,0,Early,15,na,11.43,noelle
301E,2023,3,0,Early,15,na,11.43,noelle
301E,2023,3,0,Early,15,na,11.43,noelle
301E,2023,3,0,Early,15,na,11.43,Laurel
301E,2023,3,0,Early,15,na,11.43,Laurel
301E,2023,3,0,Early,15,na,10.16,noelle
301E,2023,3,0,Early,15,na,10.16,noelle
301E,2023,3,0,Early,15,na,10.16,noelle
301E,2023,3,0,Early,15,na,10.16,noelle
301E,2023,3,0,Early,15,na,10.16,noelle
301E,2023,3,0,Early,15,na,10.16,noelle
301E,2023,3,0,Early,15,na,10.16,noelle
301E,2023,3,0,Early,15,na,10.16,noelle
301E,2023,3,0,Early,15,na,10.16,noelle
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,10.16,Laurel
301E,2023,3,0,Early,15,na,8.89,noelle
301E,2023,3,0,Early,15,na,8.89,noelle
301E,2023,3,0,Early,15,na,8.89,noelle
301E,2023,3,0,Early,15,na,8.89,noelle
301E,2023,3,0,Early,15,na,8.89,noelle
301E,2023,3,0,Early,15,na,8.89,noelle
301E,2023,3,0,Early,15,na,8.89,noelle
301E,2023,3,0,Early,15,na,8.89,Laurel
301E,2023,3,0,Early,15,na,8.89,Laurel
301E,2023,3,0,Early,15,na,8.89,Laurel
301E,2023,3,0,Early,15,na,8.89,Laurel
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,noelle
301E,2023,3,0,Early,15,na,7.62,Laurel
301E,2023,3,0,Early,15,na,7.62,Laurel
301E,2023,3,0,Early,15,na,7.62,Laurel
301E,2023,3,0,Early,15,na,7.62,Laurel
301E,2023,3,0,Early,15,na,6.35,Laurel
301E,2023,3,0,Early,15,na,5.08,noelle
301E,2023,3,0,Early,15,na,2.54,noelle
302E,2023,3,3,Early,43,3.34,62.23,noelle
302E,2023,3,3,Early,43,2.94,57.15,noelle
302E,2023,3,3,Early,43,3.17,55.88,noelle
302E,2023,3,3,Early,43,3.36,53.34,noelle
302E,2023,3,3,Early,43,3.45,52.07,noelle
302E,2023,3,3,Early,43,3.21,50.8,noelle
302E,2023,3,3,Early,43,2.72,49.53,noelle
302E,2023,3,3,Early,43,3.04,49.53,noelle
302E,2023,3,3,Early,43,1.9,46.99,noelle
302E,2023,3,3,Early,43,2.71,45.72,noelle
302E,2023,3,3,Early,41,2.96,59.69,noelle
302E,2023,3,3,Early,41,2.74,53.34,noelle
302E,2023,3,3,Early,41,2.75,53.34,noelle
302E,2023,3,3,Early,41,2.8,53.34,noelle
302E,2023,3,3,Early,41,2.89,53.34,noelle
302E,2023,3,3,Early,41,2.71,52.07,noelle
302E,2023,3,3,Early,41,2.62,49.53,noelle
302E,2023,3,3,Early,41,2.85,49.53,noelle
302E,2023,3,3,Early,41,3.09,48.26,noelle
302E,2023,3,3,Early,41,2.27,43.18,noelle
